buyer_id,buyer_time,buyer_level,buyer_addr,buyer_device,comment
缥缈之孤星,2013-06-17 20:58 购买,金牌会员,湖南,,"趁活动买的，很好。
《红楼梦》，原名《石头记》，曹雪芹著，中国古代四大名著之一。因当时社会环境和手抄流传，使仅保存80回，现版本很多，通行本后40回高鹗续（或无名氏），对作者原意篡改极大且对古本进行过修改，特别是结局，贾家毋庸置疑会走向衰亡，而不会像续本那样复兴。影视中，87版靠近原意，10版完全依照通行版。由研究此书的思想文化、作者原意等，而形成“红学”，以脂砚斋批注为重要依据。此书是一部具有高度思想性和艺术性的伟大作品，作者根据家族的兴衰的艺术升华，对封建腐朽的科举制度、包办婚姻、等级制度等进行思考曹雪芹，中国清代伟大的小说家、诗人、画家，名沾（读作“zhān”），字梦阮，号雪芹，又号芹圃、芹溪。先世原是汉人，后为满洲正白旗“包衣”人，是为旗人。大约1715年（也有说法为1724年）出生于清朝江宁府（今南京），卒于1763或1764年。祖籍河北唐山丰润（一说辽宁辽阳、江西武阳，尚无确切定论。）
曹雪芹的高祖因随清兵入关有功得受官职，曹雪芹的曾祖父曹玺，祖父曹寅，父辈的曹颙和曹頫等祖辈多代相继担任江宁织造，兼任两淮巡盐监察御使，达60余年之久，颇受康熙帝宠信。
康熙六下江南，其中四次由曹寅负责接驾，并住在曹家。曹家也因此成为当时财势熏天的“百年望族”，曹雪芹自幼便是在这“秦淮风月”之地的“繁华”生活中长大。
雍正初年，由于统治阶级内部斗争的牵连，曹家遭受多次打击，曹頫被革职入狱，家产抄没，举家迁回北京，家道从此日渐衰微。这一转折，使曹雪芹深感世态炎凉，更清醒地认识了社会制度的实质。从此他生活一贫如洗，但他能诗会画，擅长写作，以坚韧不拔的毅力专心致志地从事小说《红楼梦》的写作和修订，披阅十载，增删五次，写出了这部把中国古典小说创作推向巅峰的文学巨著。
乾隆二十七年（1762年），幼子夭亡，曹雪芹陷于极度的忧伤和悲痛之中，到这一年的除夕(1763年2月12日），因贫病无医而逝世（注：也有说法是死于次年除夕，即公元1764年2月1日，曹雪芹逝于1763年的说法见甲戌本脂砚斋甲午泪笔批：“能解者，方有辛酸之泪，哭成此书。
壬午除夕，书未成，芹为泪尽而逝。余尝哭芹，泪亦待尽”），入葬费用由好友资助。现存最早手抄本是乾隆甲戌年（1754年）的，但只有不连续的16回。后来又发现了若干手抄本，较重要的如乾隆庚辰年（1760年）抄本，今存78回。这些手抄本都题名《石头记》，并且有署名 “脂砚斋”等人的许多评语，所以又被称为“脂评本”，简称脂本；脂本何以出现并流传，尚有争议。"
mako123,2013-04-27 22:12 购买,钻石会员,北京,,质量很好，和我十几年前买的那套三本装一样
快意v逍遥,2013-06-09 09:12 购买,铜牌会员,山东,,送的速度稍微慢了点，可能是送货员不大熟悉那一块，书的质量挺好的
獨戀-電子控,2013-05-29 16:44 购买,钻石会员,江苏,,你值得拥有你值得拥有
喜欢苏州,2013-06-14 20:52 购买,金牌会员,江苏,,我常在京东买书。我认为，对于看书，比方向更重要的是态度，比态度更重要的是毅力。“任尔东南西北风，咬定青山不放松。”一天爱读书容易，一辈子爱读书不易。任何人都可以使梦想成为现实，但首先你必须拥有能够实现这一梦想的信念。有信念自有毅力，有毅力才能成功。有一位教育家说过，教师的定律，一言以蔽之，就是你一旦今日停止成长，明日你就将停止教学。身为教师，必须成为学习者。“做一辈子教师”必须“一辈子学做教师”。教师只有再度成为学生，才能与时俱进，不断以全新的眼光来观察和指导整个教育过程。使广大教师牢固树立终身学习的理念，创造性地开展教书育人工作。 学生)和教育主体(教师，包括环境)交互作用的过程。教学模式将“人——人”系统转变为“人——环境”系统。学生将不再是知识的容器，而是自主知识的习得者。面对知识更新周期日益缩短的时代，教师必须彻底改变过去那种把教师知识的储藏和传授给学生的知识比为“一桶水”与“一杯水”的陈旧观念，而要努力使自己的大脑知识储量成为一条生生不息的河流，筛滤旧有，活化新知，积淀学养。一个教师，不在于他读了多少书和教了多少年书，而在于他用心读了多少书和教了多少书。用心教、创新教与重复教的效果有天渊之别。 20多年来，我始终把读书和教书结合起来，创新教、创新读、创新用，在用中创新。我先后在《人民教育》、《小学语文教学》、《小学语文教师》等国家级、省部级以上报刊发表论文200余篇。我联系教改实际，撰写的《自由作文法》、《对话作文法》、《听话作文法》、《情趣作文法》等论文，产生了较好的反响。目前，我已公开出版了《作文闯关》、《小学生快速创新作文教与学》丛书等著述69卷。还获得了三项国家级发明专利。 教书和读书生活，使我感悟出了人生的真谛：教师的人生，应该有创新精神。年年春草绿，年年草不同。我们要做“代表先进文化方向”的创新型教师，爱岗敬业是创新型教师应具备的首要条件。他不但具有无私奉献的师魂，诚实正直的师德，全面发展的师观，教书育人的师能，严谨求实的师风，而且还应具有开拓进取的锐气，蓬勃向上的朝气，勇于拼搏的英气，甘愿奉献的“傻”气，自强不息的骨气。吾以培养新世纪之英才，振兴中华为己任，虽生活清贫，但仍以春蚕的精神、红烛的风格、蜜蜂的作风、绿叶的品格和孺子牛的志向，奋力拼搏，无私奉献。 常读书和常思考，使我勇于和善于对自己的教育教学作出严格的反省和内省，既要不惮于正视自己之短，努力探究补救途径，更要擅于总结自己的或同行的成功经验，从中提炼出可供借鉴的精华，为理论的突破夯实根基。愚人不才，笨鸟先飞，我愿把追求完美的教学艺术作为一种人生目标，把自己生命的浪花融入祖国的教育教学改革的大潮之中。
快乐的思颖,2013-06-18 14:42 购买,钻石会员,北京,,。。。。。。。。。。。。。。。。。。。
妍笑晏晏576,2013-03-14 23:36 购买,金牌会员,黑龙江,,满意 质量很好 喜欢红楼梦
游鱼儿33,2013-06-14 13:06 购买,金牌会员,四川,,"甄士隐梦幻识通灵 贾雨村风尘怀闺秀此开卷第一回也。作者自云：因曾历过一番梦幻之后，故将真事隐去，而借“通灵”之说，撰此《石头记》一书也。故曰“甄士隐”云云。但书中所记何事何人？自又云：“今风尘碌碌，一事无成，忽念及当日所有之女子，一一细考较去，觉其行止见识，皆出于我之上。何我堂堂须眉，诚不若彼裙钗哉？实愧则有余，悔又无益之大无可如何之日也！当此，则自欲将已往所赖天恩祖德，锦衣纨袴之时，饫甘餍肥之日，背父兄教育之恩，负师友规谈之德，以致今日一技无成、半生潦倒之罪，编述一集，以告天下人：我之罪固不免，然闺阁中本自历历有人，万不可因我之不肖，自护己短，一并使其泯灭也。虽今日之茅椽蓬牖，瓦灶绳床，其晨夕风露，阶柳庭花，亦未有妨我之襟怀笔墨者。虽我未学，下笔无文，又何妨用假语村言，敷演出一段故事来，亦可使闺阁昭传，复可悦世之目，破人愁闷，不亦宜乎？”故曰“贾雨村”云云。
此回中凡用“梦”用“幻”等字，是提醒阅者眼目，亦是此书立意本旨。列位看官：你道此书从何而来？说起根由虽近荒唐，细按则深有趣味。待在下将此来历注明，方使阅者了然不惑。
原来女娲氏炼石补天之时，于大荒山无稽崖炼成高经十二丈、方经二十四丈顽石三万六千五百零一块。娲皇氏只用了三万六千五百块，只单单剩了一块未用，便弃在此山青埂峰下。谁知此石自经锻炼之后，灵性已通，因见众石俱得补天，独自己无材不堪入选，遂自怨自叹，日夜悲号惭愧。"
sunnyliudaqing,2013-01-25 09:29 购买,银牌会员,山东,,这个书质量不错，一看就是正版
joyjoy21,2013-06-18 10:45 购买,银牌会员,北京,,赶上有活动 把想买的一起买了
jd_5969de38734ea,2013-03-12 21:17 购买,钻石会员,北京,,还没有看，先收藏，以后慢慢看
荷叶2008,2013-06-14 13:52 购买,银牌会员,安徽,,不错哟，孩子喜欢，还没有细看
猪猪1003,2013-05-22 23:41 购买,钻石会员,北京,,（清代）曹雪芹写的的书都写得很好，还是朋友推荐我看的，后来就非非常喜欢，他的书了。除了他的书，我和我家小孩还喜欢看郑渊洁、杨红樱、黄晓阳、小桥老树、王永杰、杨其铎、晓玲叮当、方洲，他们的书我觉得都写得很好。红楼梦（套装上下册），很值得看，价格也非常便宜，比实体店买便宜好多还省车费。红楼梦塑造了众多的人物形象，他们各自具有自己独特而鲜明的个性特征，成为不朽的艺术典型，在中国文学史和世界文学史上永远放射着奇光异彩。书的内容直得一读，阅读了一下，写得很好，红楼梦塑造了众多的人物形象，他们各自具有自己独特而鲜明的个性特征，成为不朽的艺术典型，在中国文学史和世界文学史上永远放射着奇光异彩。，内容也很丰富。，一本书多读几次，甄士隐梦幻识通灵贾雨村风尘怀闺秀此开卷第一回也。作者自云因曾历过一番梦幻之后，故将真事隐去，而借通灵之说，撰此石头记一书也。故曰甄士隐云云。但书中所记何事何人自又云今风尘碌碌，一事无成，忽念及当日所有之女子，一一细考较去，觉其行止见识，皆出于我之上。何我堂堂须眉，诚不若彼裙钗哉实愧则有余，悔又无益之大无可如何之日也！当此，则自欲将已往所赖天恩祖德，锦衣纨袴之时，饫甘餍肥之日，背父兄教育之恩，负师友规谈之德，以致今日一技无成、半生潦倒之罪，编述一集，以告天下人我之罪固不免，然闺阁中本自历历有人，万不可因我之不肖，自护己短，一并使其泯灭也。虽今日之茅椽蓬牖，瓦灶绳床，其晨夕风露，阶柳庭花，亦未有妨我之襟怀笔墨者。虽我未学，下笔无文，又何妨用假语村言，敷演出一段故事来，亦可使闺阁昭传，复可悦世之目，破人愁闷，不亦宜乎故曰贾雨村云云。此回中凡用梦用幻等字，是提醒阅者眼目，亦是此书立意本旨。列位看官你道此书从何而来说起根由虽近荒唐，细按则深有趣味。待在下将此来历注明，方使阅者了然不惑。原来女娲氏炼石补天之时，于大荒山无稽崖炼成高经十二丈、方经二十四丈顽石三万六千五百零一块。娲皇氏只用了三万六千五百块，只单单剩了一块未用，便弃在此山青埂峰下。谁知此石自经锻炼之后，灵性已通，因见众石俱得补天，独自己无材不堪入选，遂自怨自叹，日夜悲号惭愧。一日，正当嗟悼之际，俄见一僧一道远远而来，生得骨格不凡，丰神迥异，说说笑笑来至峰下，坐于石边高谈快论。先是说些云山雾海神仙玄幻之事，后便说到红尘中荣华富贵。此石听了，不觉打动凡心，也想要到人间去享一享这荣华富贵但自恨粗蠢，不得已，便口吐人言，向那僧道说道大师，弟子蠢物，不能见礼了。适闻二位谈那人世间荣耀繁华，心切慕之。弟子质虽粗蠢，性却稍通况见二师仙形道体，定非凡品，必有补天济世之材，利物济人之德。如蒙发一点慈心，携带弟子得入红尘，在
cekelong,2013-06-14 22:06 购买,金牌会员,河南,,"二战期间，有一位美国将军深入敌后，不幸被敌人堵在了地窖里，敌人在头上翻箱倒柜，他的一位随行人员却咳嗽起来。将军给了随从一块口香糖让他嚼，以此来压制咳嗽。但是该随从嚼了一会儿，又伸手来要，理由是：这一块太没味道了。将军说：没味道不奇怪，我给你之前已经嚼了两个钟头了！我举这个例子是要说明，四书五经再好，也不能几千年地念；正如口香糖再好吃，也不能换着人地嚼。当然，我没有这样地念过四书，不知道其中的好处。有人说，现代的科学、文化，林林总总，尽在儒家的典籍之中，只要你认真钻研。这我倒是相信的，我还相信那块口香糖再嚼下去，还能嚼出牛肉干的味道，只要你不断地嚼。我个人认为，我们民族最重大的文化传统，不是孔孟程朱，而是这种钻研精神。过去钻研四书五经，现在钻研《红楼梦》。我承认，我们晚生一辈在这方面差得很远，但未尝不是一件好事。四书五经也好，《红楼梦》也罢，本来只是几本书，却硬要把整个大千世界都塞进去。我相信世界不会因此得益，而是因此受害。
任何一门学问，即便内容有限而且已经不值得钻研，但你把它钻得极深极透，就可以挟之以自重，换言之，让大家都佩服你；此后假如再有一人想挟这门学问以自重，就必须钻得更深更透。此种学问被无数的人这样钻过，会成个什么样子，实在难以想象。那些钻进去的人会成个什么样子，更是难以想象。古宅闹鬼，树老成精，一门学问最后可能变成一种妖怪。就说国学吧，有人说它无所不包，到今天还能拯救世界，虽然我乐意相信，但还是将信将疑。
据说在基督教早期，有位传教士(死后被封为圣徒)被一帮野蛮的异教徒逮住，穿在烤架上用文火烤着，准备拿他做一道菜。
该圣徒看到自己身体的下半截被烤得滋滋冒泡，上半截还纹丝未动，就说：喂！下面已经烤好了，该翻翻个了。
烤肉比厨师还关心烹调过程，听上去很有点讽刺的味道。
那些野蛮人也没办他的大不敬罪──这倒不是因为他们宽容。
人都在烤着了，还能拿他怎么办。
如果用棍子去打、拿鞭子去抽，都是和自己的午餐过不去。
烤肉还没断气，一棍子打下去，将来吃起来就是一块淤血疙瘩，很不好吃。
这个例子说明的是：只要你不怕做烤肉，就没有什么阻止你说俏皮话。
但那些野蛮人听了多半是不笑的：总得有一定程度的文明，才能理解这种幽默──所以，幽默的圣徒就这样被没滋没味的人吃掉了。
本文的主旨不是拿人做烤肉，而是想谈谈反讽──照我看，任何一个文明都该容许反讽的存在，这是一种解毒剂，可以防止人把事情干到没滋没味的程度。
......
我总禁不住想向<<红楼梦>>开火。其实我还有更大的题目，但又不想作死──早几年兴文化衫，有人在胸口印了几个字：活着没劲，觉得自己有了点幽默感，但所有写应景文章的人都要和这个人玩命，说他颓废──反讽别的就算了罢，这回只谈文学。
曹雪芹本人不贫，但写各种＂后梦＂的人可是真够贫的。然后又闹了小一个世纪的红学。
我觉得全中国无聊的男人都以为自己是贾宝玉，以为自己不是贾宝玉的，还算不上是个无聊的男人。
看来我得把<<红楼梦>>反着写一下──当然，这本书不会印出来的：刚到主编的手里，他就要把我烤了。罪名是现成的：亵渎文化遗产，民族虚无主义。
那位圣徒被烤的故事在我们这里，也不能那样讲，只能改作：该圣徒在烤架上不断高呼“我主基督万岁”，“圣母马利亚万岁”，“打倒异教徒”，直至完全烤熟。
连这个故事也变得很没劲了。
王小波说《红楼梦》"
winpoozl,2013-06-14 20:29 购买,钻石会员,江苏,,发货速度和物流超快 非常好的一本书，京东配送也不错!读书是一种提升自我的艺术。“玉不琢不成器，人不学不知道。”读书是一种学习的过程。一本书有一个故事，一个故事叙述一段人生，一段人生折射一个世界。“读万卷书，行万里路”说的正是这个道理。读诗使人高雅，读史使人明智。读每一本书都会有不同的收获。“悬梁刺股”、“萤窗映雪”，自古以来，勤奋读书，提升自我是每一个人的毕生追求。读书是一种最优雅的素质，能塑造人的精神，升华人的思想。 　　读书是一种充实人生的艺术。没有书的人生就像空心的竹子一样，空洞无物。书本是人生最大的财富。犹太人让孩子们亲吻涂有蜂蜜的书本，是为了让他们记住：书本是甜的，要让甜蜜充满人生就要读书。读书是一本人生最难得的存折，一点一滴地积累，你会发现自己是世界上最富有的人。 　 读书是一种感悟人生的艺术。读杜甫的诗使人感悟人生的辛酸，读李白的诗使人领悟官场的腐败，读鲁迅的文章使人认清社会的黑暗，读巴金的文章使人感到未来的希望。每一本书都是一个朋友，教会我们如何去看待人生。读书是人生的一门最不缺少的功课，阅读书籍，感悟人生，助我们走好人生的每一步。 　 书是灯，读书照亮了前面的路；书是桥，读书接通了彼此的岸；书是帆，读书推动了人生的船。读书是一门人生的艺术，因为读书，人生才更精彩！ 读书，是好事；读大量的书，更值得称赞。 读书是一种享受生活的艺术。五柳先生“好读书，不求甚解，每有会意，便欣然忘食”。当你枯燥烦闷，读书能使你心情愉悦；当你迷茫惆怅时，读书能平静你的 心，让你看清前路；当你心情愉快时，读书能让你发现身边更多美好的事物，让你更加享受生活。读书是一种最美丽的享受。“书中自有黄金屋，书中自有颜如 玉。” 　 一位叫亚克敦的英国人，他的书斋里杂乱的堆满了各科各类的图书，而且每本书上都有着手迹。读到这里是不是有一种敬佩之意油然而升。因为“有了书，就象鸟儿有了翅膀”吗！ 　 然而，我们很容易忽略的是：有好书并不一定能读好书。正如这位亚克敦，虽然他零零碎碎地记住了不少知识，可当人家问他时，他总是七拉八扯说不清楚。这里的原因只有一个，那就是他不善长于读书，而只会“依葫芦画瓢”。 朱熹说过：“读书之法，在循序渐进，熟读而精思。” 　 所谓“循序渐进”，就是学习、工作等按照一定的步骤诼渐深入或提高。也就是说我们并不要求书有几千甚至几万，根本的目的在于对自己的书要层层深入，点点掌握，关键还在于把握自己的读书速度。至于“熟读”，顾名思义，就是要把自己看过的书在看，在看，看的滚瓜烂熟，，能活学活用。而“精思”则是“循序渐进”，“熟读”的必然结果，也必然是读书的要决。有了细致、精练的思索才能更高一层的理解书所要讲的道理。
jd_66f8c45427bec,2013-06-16 18:53 购买,钻石会员,四川,,古典就是古典，读完了就读完了。
石中山,2013-05-05 09:17 购买,钻石会员,湖北,,真的很好，评注非常全面，我喜欢！
伊听忆昔,2013-06-17 16:58 购买,金牌会员,广东,,12个小时不到，就送到了。同事说了京东快递的好帅，哈哈，满意的购物，还用了130的券
martin_mxq,2013-05-30 09:36 购买,金牌会员,北京,,学校推荐书目，给小孩买的
jd_淘气012,2013-06-11 09:47 购买,银牌会员,安徽,,正版，感觉还不错，内容后期待阅读后再评论
wangzichen68,2013-01-27 23:42 购买,钻石会员,广东,,正版货，物流快，京东风格。。。
hb_zhangxy,2013-01-26 09:34 购买,金牌会员,北京,,书很好，印刷也不错，是正版
jd_hmb101,2013-06-10 15:55 购买,银牌会员,贵州,,东西不错哟，值得推荐，跟描述的一样，纸张很好
jd__lov0,2013-06-10 19:32 购买,铜牌会员,新疆,,书很不错，比较实惠！！！
cmwqf,2013-06-17 00:57 购买,钻石会员,广东,,是我想要的书。印刷清晰。字稍微偏小，可以接受。对折购买，很划算。
ding2011hope,2013-05-28 12:08 购买,金牌会员,陕西,,"绝对值得读好几遍
《红楼梦》，原名《石头记》，曹雪芹著，中国古代四大名著之一。因当时社会环境和手抄流传，使仅保存80回，现版本很多，通行本后40回高鹗续（或无名氏），对作者原意篡改极大且对古本进行过修改，特别是结局，贾家毋庸置疑会走向衰亡，而不会像续本那样复兴。影视中，87版靠近原意，10版完全依照通行版。由研究此书的思想文化、作者原意等，而形成“红学”，以脂砚斋批注为重要依据。此书是一部具有高度思想性和艺术性的伟大作品，作者根据家族的兴衰的艺术升华，对封建腐朽的科举制度、包办婚姻、等级制度等进行思考。
[1]关于红楼梦旨义思想的研究历来众说纷纭，鲁迅定义为“人情小说”，脂砚斋《凡例》评：此书只是着意于闺中，故叙闺中之事切，略涉于外事者则简。王国维《红楼梦评论》：《红楼梦》一书与喜剧相反，彻头彻尾之悲剧也。胡适《红楼梦考证》：《红楼梦》这部书是曹雪芹的自叙传。蔡元培《红楼梦索隐》：揭清之失，悼明之亡。
《红楼梦》有十几个版本，通行本为程甲本。脂本是20世纪新发现的“古本”，原名《石头记》，通名《脂砚斋重评石头记》（脂砚斋——据传为曹雪芹叔父，曾对《红楼梦》进行更改、评点。）其中最受关注的是甲戌本、己卯本、庚辰本。2010年人民文学出版社新版署名“曹雪芹著、无名氏续”，标志着“高鹗续书说”已经被抛弃。"
言午游走,2013-03-09 21:47 购买,金牌会员,四川,,比较符合古典小说的气质，不错不错
小猪快快跑123,2013-06-16 15:32 购买,铜牌会员,上海,,书很好！刚刚拿到手，快递速度依然很快，但能不能不要总让我自己下楼取~~~~~~
大力水手不吃饭,2013-06-03 20:27 购买,金牌会员,河南,,四大名著就这一本没有看完
雪兔么子,2013-06-13 16:17 购买,金牌会员,江苏,,纸质和字体都OK，内容的话基本没有问题。价格实惠~
007潇洒走一回,2013-03-07 00:07 购买,金牌会员,广东,,就是喜欢人民出版社的。。。
xuemei12262008,2013-06-13 20:57 购买,钻石会员,北京,,不错质量很好，正品！
可心1054837800,2013-06-14 20:45 购买,钻石会员,北京,,还没看！京东快递太给力了！以后买东西就上京东哦！
poweryuan,2013-06-04 14:40 购买,钻石会员,宁夏,,纸张包装都很好，喜欢这一版
kakarotebati,2013-06-08 22:04 购买,钻石会员,天津,来自京东iPhone客户端,价格便宜，支持京东
jd_1231433,2013-05-25 13:50 购买,银牌会员,广东,,最近比较有时间，买来看看，
violetday,2013-04-10 21:49 购买,金牌会员,广东,,"好,很好,非常好!好,很好,非常好!"
格桑花开1212,2013-05-09 22:52 购买,银牌会员,陕西,,就是有点贵，，推荐去亚马逊
jd_chysnl,2013-06-08 21:17 购买,铜牌会员,山西,来自京东Android客户端,充实书柜，必须的
东方诗,2013-03-12 13:27 购买,银牌会员,广东,,"曹雪芹（1715/1724～1763/1764/1765），清代小说家。名沾（读作zhān ），字梦阮，雪芹是其号，又号芹圃、芹溪。祖籍辽宁辽阳（一说辽宁铁岭，一说沈阳，一说河北丰润），先世原是汉族，后为满洲正白旗“包衣”人（“包衣”系满语音译，意思是家奴）。
高鹗，生卒年: 约1738—约1815，清代文学家。字兰墅，一字云士。因酷爱小说《红楼梦》，别号“红楼外史”。汉军镶黄旗内务府人。祖籍铁岭（今属辽宁），先世清初即寓居北京。少年时喜冶游。中年一度在外课馆。熟谙经史，工于八股文，诗词、小说、戏曲、绘画及金石之学亦颇通晓。诗宗盛唐，词风近于花间派，论文则“辞必端其本，修之乃立诚”，强调以意为主。他热衷仕进，累试不第，乾隆五十三年（1788），始为顺天乡试举人。六十年进士。历官内阁中书，内阁侍读。嘉庆六年（1801）为顺天乡试同考官。十四年，由侍读选江南道监察御史。十八年，升刑科给事中。在任以“操守谨、政事勤、才具长”见称。晚年家贫官冷，两袖清风。所以虽著作如林，却多未及问世而赍志以终。
曹雪芹（1715/1724～1763/1764/1765），清代小说家。名沾（读作zhān ），字梦阮，雪芹是其号，又号芹圃、芹溪。祖籍辽宁辽阳（一说辽宁铁岭，一说沈阳，一说河北丰润），先世原是汉族，后为满洲正白旗“包衣”人（“包衣”系满语音译，意思是家奴）。
高鹗，生卒年: 约1738—约1815，清代文学家。字兰墅，一字云士。因酷爱小说《红楼梦》，别号“红楼外史”。汉军镶黄旗内务府人。祖籍铁岭（今属辽宁），先世清初即寓居北京。少年时喜冶游。中年一度在外课馆。熟谙经史，工于八股文，诗词、小说、戏曲、绘画及金石之学亦颇通晓。诗宗盛唐，词风近于花间派，论文则“辞必端其本，修之乃立诚”，强调以意为主。他热衷仕进，累试不第，乾隆五十三年（1788），始为顺天乡试举人。六十年进士。历官内阁中书，内阁侍读。嘉庆六年（1801）为顺天乡试同考官。十四年，由侍读选江南道监察御史。十八年，升刑科给事中。在任以“操守谨、政事勤、才具长”见称。晚年家贫官冷，两袖清风。所以虽著作如林，却多未及问世而赍志以终。"
jd_5e389b897f2d1,2013-04-23 20:55 购买,钻石会员,安徽,,排版不错，比电子书看上去舒服的多
jd_相信善,2013-06-14 07:21 购买,钻石会员,山东,,"石头记22回，宝钗做生辰，贾府开了梨园会搭台看戏。

“大家娘儿姐妹等说笑时，贾母因问宝钗爱听何戏，爱吃何物等语。宝钗深知贾母年老人，喜热闹戏文，爱吃甜烂之物，便总依贾母贾母往日素喜着说了出来，贾母更加欢悦。”

记得每每有人分析宝钗的性格时，这一段便经常被拿出来引证，总归就是说她如何如何心机和世故，如何如何懂得讨人的欢心，揣测着老祖宗的喜欢，尽挑拣顺耳的话说，比起王熙凤明显的野心，更显得虚伪云云。

但这段若不揣着这种偏激的眼光和挑剔的心气去看的话，其实很简单，宝钗那瞬间亦未必就怎样存着野心去巴结讨好，她也只不过应着温厚的本性，顺着喜庆的场合，说了两句孝顺话而已。

从这里我突然想到，很多时候，我们是不是陷入了一个怪圈,世界其实并没有我们想象的那么可怕，只是我们对这种小小的虚伪和压抑过于敏感。不管是对虚幻的故事，还是对我们真实生存的环境，不由自主的抱持着天生的敌意与挑剔，甚至不惮以最坏的恶意来揣测身边的一切。

在这种心态的指引下，所有的不完美都被我们的想象力所放大。看出去为什么身边人都是愚蠢又自私、虚伪又可悲，而又总觉得自己内心的自由和美好在这种环境下受到了强烈的压制，于是生出对整个人生和社会的悲观情绪。

这种情绪让我们以为我们看到了世界的真相，认识了生活的本源，从侧身斜睨变为愤世嫉俗。在这种情绪作为背景的思考和影响下，我们最终变成林夕在《开到荼靡》里所说的那样：“最后剩下自己，舍不得挑剔；最后对着自己，也不大看得起...”

石头记22回，宝钗做生辰，贾府开了梨园会搭台看戏。

“大家娘儿姐妹等说笑时，贾母因问宝钗爱听何戏，爱吃何物等语。宝钗深知贾母年老人，喜热闹戏文，爱吃甜烂之物，便总依贾母贾母往日素喜着说了出来，贾母更加欢悦。”

记得每每有人分析宝钗的性格时，这一段便经常被拿出来引证，总归就是说她如何如何心机和世故，如何如何懂得讨人的欢心，揣测着老祖宗的喜欢，尽挑拣顺耳的话说，比起王熙凤明显的野心，更显得虚伪云云。

但这段若不揣着这种偏激的眼光和挑剔的心气去看的话，其实很简单，宝钗那瞬间亦未必就怎样存着野心去巴结讨好，她也只不过应着温厚的本性，顺着喜庆的场合，说了两句孝顺话而已。

从这里我突然想到，很多时候，我们是不是陷入了一个怪圈,世界其实并没有我们想象的那么可怕，只是我们对这种小小的虚伪和压抑过于敏感。不管是对虚幻的故事，还是对我们真实生存的环境，不由自主的抱持着天生的敌意与挑剔，甚至不惮以最坏的恶意来揣测身边的一切。

在这种心态的指引下，所有的不完美都被我们的想象力所放大。看出去为什么身边人都是愚蠢又自私、虚伪又可悲，而又总觉得自己内心的自由和美好在这种环境下受到了强烈的压制，于是生出对整个人生和社会的悲观情绪。

这种情绪让我们以为我们看到了世界的真相，认识了生活的本源，从侧身斜睨变为愤世嫉俗。在这种情绪作为背景的思考和影响下，我们最终变成林夕在《开到荼靡》里所说的那样：“最后剩下自己，舍不得挑剔；最后对着自己，也不大看得起...”"
seizoen,2012-12-29 14:37 购买,金牌会员,四川,,还是这个版本好啊
huxin889,2013-06-03 20:48 购买,钻石会员,湖南,,物超所值，真心表示不错，可以购买
白百合77,2013-06-04 12:27 购买,铜牌会员,陕西,,是正版，老师让孩子阅读课共同分享。
Panda_少年穷,2013-06-13 08:13 购买,金牌会员,重庆,,很好，给5星，这个物流速度真的好
jsmxiang,2013-04-28 13:30 购买,钻石会员,福建,,作品内容就不冗述了，谁都知道的四大名著之一，也是我国古典文学的高峰作品。这个版本的最大特点是较好地提供精选的注释，点到为止，既可以帮助阅读，又不会让人感觉吃力。
