buyer_id,buyer_time,buyer_level,buyer_addr,buyer_device,comment
铃***1,2015-01-09 21:23 购买,钻石会员,北京,,苹果（Apple）iPhone 6 Plus (A1524) 128GB 银色 移动联通电信4G手机
夺***损,2015-02-05 14:51 购买,钻石会员,陕西,,都挺好的，可惜是TLC的内存，虽然没啥影响，但是心里不舒服。
B***涛,2015-01-06 09:41 购买,钻石会员,广东,,不错，就是苹果屏幕有点大，哈哈！
fumeidan,2015-02-02 21:29 购买,钻石会员,浙江,来自京东iPhone客户端,速度很快A，京东忠实粉丝了噢
C***V,2015-02-01 10:56 购买,企业会员,上海,,苹果（Apple）iPhone 6 Plus (A1524) 128GB 银色 移动联通电信4G手机 .屏大用着就是舒服，送货快。给力
小C呦,2015-02-05 04:21 购买,钻石会员,北京,来自京东iPad客户端,很好 值得拥有
yesattitude,2015-02-04 21:05 购买,钻石会员,四川,,还可以，一分钱一分货啊啊啊啊啊
十三月的猫,2015-01-23 18:25 购买,钻石会员,安徽,,要买就买容量最大的 我是果粉我自豪
arondightma,2015-02-04 11:05 购买,钻石会员,广东,,苹果的东西没啥好说的了，一分钱一分货，用着舒服！
jd_风正笑love,2015-01-31 22:30 购买,钻石会员,山西,,不写心得不行么，真扯淡
jdhmhuom,2015-01-30 00:13 购买,金牌会员,重庆,来自京东iPhone客户端,手机很好用，价格比较公道。
傻仔阿超,2015-02-01 19:40 购买,钻石会员,北京,,薄而精，不错，屏幕也够大
m***c,2015-01-23 14:32 购买,钻石会员,北京,,质优价廉，送货快，值得信赖
g***z,2015-01-04 15:49 购买,钻石会员,北京,,好用，全网通，值得购买
j***o,2015-01-17 17:55 购买,银牌会员,辽宁,来自京东iPhone客户端,没几天就降了300，苹果也不消停啊！
野花飘飘,2015-01-23 21:30 购买,钻石会员,江苏,,买个别人的礼物，非常不错
三***丶,2015-01-27 10:52 购买,金牌会员,北京,来自京东Android客户端,苹果就是好用，京东物流也很给力！
caojiangwa,2015-02-01 22:15 购买,钻石会员,四川,来自京东iPad客户端,长度在5-200个字之间 填写您对此商品的使用心得，例如该商品或某功能为您带来的帮助，或使用过程中遇到的问题等。最多可输入200字
Mungo_xxx,2015-02-01 02:26 购买,金牌会员,北京,来自京东iPhone客户端,手机拿到手感觉棒棒的。但是不知道是软件问题还是手机问题。有卡顿现象！！！
q***5,2015-01-30 21:10 购买,金牌会员,河南,来自京东Android客户端,还可以，用用之后看看吧。正品不会又什么问题的。
小***强,2015-02-01 21:47 购买,钻石会员,上海,来自京东Android客户端,送货快，还比官网便宜，京东就是强?
太***免,2015-02-01 11:10 购买,钻石会员,天津,来自京东Android客户端,有则改之无则加勉口香糖糖醋排骨洗净后再加上一个问题就可以了
llcys,2015-01-29 20:28 购买,钻石会员,广东,,苹果确实好 非常喜欢...
胖***娘,2015-02-01 13:28 购买,钻石会员,北京,来自京东Android客户端,还可以，用后追加。。。。。
chalze2000,2015-01-26 09:58 购买,钻石会员,北京,,就是价格贵了点，其他的当然不错
t***2,2015-02-01 09:45 购买,钻石会员,湖北,,价格一般，比官方价格略低，跟其他电商比没有什么优势，但相信京东的品质，就果断的拿下了。
p***7,2015-01-26 09:40 购买,钻石会员,广东,来自京东iPhone客户端,手机赠品，不错，赞的，点赞
845311884n,2015-01-29 21:43 购买,金牌会员,安徽,来自京东iPhone客户端,挺好的，还没用，只是打开包装
漪汐,2015-01-29 07:18 购买,钻石会员,河北,,很好，老婆很喜欢！！
不要和,2015-01-30 00:40 购买,钻石会员,北京,来自京东Android客户端,手机没问题，还没有激活。
superuncle1,2015-01-03 11:48 购买,金牌会员,北京,来自京东iPhone客户端,有时候没信号，信号出不来，切飞行模式重新搜索信号的效果很差，需要重启才行，其他都没问题。
天马行空0001,2015-01-28 23:28 购买,银牌会员,山东,,凑足十个字，十个字够了吗？？？？
小丑狮子,2015-01-30 10:30 购买,钻石会员,辽宁,来自京东iPhone客户端,是正品，而且是第一次用京东白条，感觉拿到手机很激动，苹果手机很不错，一直在用，别的牌子都用不习惯。京东物流一直不错，很快，送货员好，一直支持京东的东西。
jey-kok,2015-01-15 17:57 购买,钻石会员,北京,,手机还是好手机 真的不错 还想再买一部6
浅浅Pinky,2015-01-29 15:10 购买,钻石会员,江苏,来自京东iPhone客户端,还可以吧 帮别人的 我买不起
淡了_算了_散了_忘了,2015-01-23 09:58 购买,钻石会员,广东,,三网通开放，不错！！！
liufenggp,2015-01-29 14:30 购买,银牌会员,江苏,,屏幕大小合适么？系统用的习惯么？配件质量如何？快写下你的评价，分享给大家吧！
1ccvv,2015-01-06 01:21 购买,钻石会员,上海,,ddddddddddddddddddddddddddddddddddddddddd
海同,2015-01-08 14:54 购买,钻石会员,上海,,入手第二个了，质量没得说。
zgl_,2015-01-05 12:20 购买,钻石会员,浙江,,还不错。128G。
以蛰,2015-01-26 14:15 购买,钻石会员,北京,,给老婆买的，她很喜欢
haolan_y,2015-01-15 13:04 购买,钻石会员,北京,,帮别人买的 ，都说不错~~
用***林,2015-01-14 19:03 购买,金牌会员,河北,来自京东Android客户端,不错京兴哈哈哈哈哈哈
jd秋涵200,2015-01-06 12:57 购买,金牌会员,湖北,来自京东iPad客户端,非常好，非常爽！
偶爱欧内桑,2015-01-23 14:39 购买,钻石会员,上海,,非常快！到位！！好！
hlms0319,2015-01-14 14:25 购买,钻石会员,山东,,苹果手机嘛很好的说苹果手机嘛很好的说
于叁爷,2015-01-24 10:40 购买,钻石会员,北京,来自京东iPhone客户端,真的很大，比肾还大！
独孤慕楠,2015-01-25 01:24 购买,钻石会员,安徽,,水果终于解决了续航问题，泪流满面…
oxan0715,2015-01-07 22:56 购买,钻石会员,天津,来自京东iPad客户端,挺好的，买吧，比外面买方便多了，呵呵
笨小孩0756,2015-01-22 16:59 购买,钻石会员,广东,,公司抽奖用的，外观很漂亮
軟軟軟柿子,2015-01-06 09:25 购买,钻石会员,上海,来自京东iPhone客户端,手机质量和配送都非常好，给4星的原因就是买了一个星期就开始送10000京豆。这不是坑了么？咨询客服，回答说这个没办法的，叫我自己购买时候看好。这个怎么看好？ 钻石会员的待遇也不过如此。
f***n,2015-01-18 00:39 购买,钻石会员,北京,,貌似移动4G信号不太好。
小杰杰权权,2015-01-04 22:47 购买,钻石会员,北京,,心爱的 plus 终于到手啦！
s***7,2015-01-22 21:44 购买,金牌会员,河北,来自京东Android客户端,很好，京东真是神速！
yy9020yy,2015-01-04 20:15 购买,钻石会员,北京,来自京东iPhone客户端,东西不错，送货很快 服务很好
handou888,2015-01-13 09:53 购买,钻石会员,北京,,大屏苹果6就是好用 以前用安卓真实耽误了 那速度 唉
chenmh19880044,2015-01-13 06:20 购买,金牌会员,湖南,来自京东iPhone客户端,一直很信赖京东，东西很好。
jd_099363113,2015-01-20 12:33 购买,金牌会员,广东,来自京东iPhone客户端,帮别人买的，相信京东自营产品，快速大叔更是没话说，态度非常好
大地信合,2015-01-22 09:40 购买,企业会员,北京,,公司采购的，具体不清楚。
陌***谢,2015-01-20 15:25 购买,钻石会员,河南,来自京东iPhone客户端,很好很强大，目前还不错！
jd_shb197169,2015-01-13 19:32 购买,钻石会员,陕西,,感觉很好，不过是送人的，究竟怎么样不知道，不过现在是价位最高的，应该不错，相信京东，一直在京东购物
dw20081102,2015-01-17 20:40 购买,钻石会员,北京,来自京东iPad客户端,物流很快，第二天送到
tiger_hana,2015-01-21 07:58 购买,钻石会员,北京,,帮朋友买的，具体不知道。
白鹭商城,2015-01-04 15:23 购买,企业会员,广东,,产品不错，非常满意。
wycxb2006,2014-12-29 15:13 购买,金牌会员,安徽,,第一次用苹果手机。拿到手后惊喜连连啊，手机很轻，屏幕很大很清晰，系统很流畅！这个价格值啊。
iversonl987,2015-01-19 21:19 购买,金牌会员,广东,,不错啊啊啊啊啊啊啊啊啊
松凇,2015-01-20 10:25 购买,钻石会员,江苏,,外观漂亮，系统流畅，性能极佳，赞赞赞！
德高洁,2015-01-04 15:12 购买,钻石会员,北京,,好像不错，给别人买的，等了好久才有货
pinkrock,2015-01-19 01:00 购买,钻石会员,北京,来自京东iPad客户端,长度在5-200个字之间 填写您对此商品的使用心得，例如该商品或某功能为您带来的帮助，或使用过程中遇到的问题等。最多可输入200字
jdxinghe,2015-01-15 16:57 购买,钻石会员,北京,,很不错的，就是送货的时候出点差错，不过京东处理事情很快。
jd_594447857,2015-01-15 10:11 购买,金牌会员,北京,来自京东iPhone客户端,真心速度...非常大气...棒棒哒....
Thermos_cn,2015-01-16 21:59 购买,钻石会员,江苏,,物美价廉...物美价廉...
yongyuanxiaohguor,2015-01-12 19:55 购买,金牌会员,天津,,收到了，没有发现什么问题，好评。
msr1211,2015-01-14 19:37 购买,钻石会员,上海,,真心喜欢的大手机，好处不必多说，大家懂的
小励飞刀,2015-01-14 22:18 购买,金牌会员,浙江,来自京东iPad客户端,用了一段時間，蘋果六普拉斯不錯
小于在线,2015-01-17 12:21 购买,钻石会员,北京,,手机是挺好的，就是太贵了，小8000！
人贱贱如狗,2015-01-17 09:35 购买,金牌会员,北京,,很棒很棒很棒很棒哒。。
ruangd,2015-01-15 17:55 购买,钻石会员,广东,,不错。很好不错。很好不错。很好不错。很好不错。很好不错。很好不错。很好不错。很好
jd_159295rdm,2015-01-06 18:48 购买,金牌会员,陕西,,不错的购买，价格也不错。
j***1,2015-01-09 11:31 购买,金牌会员,北京,来自京东iPhone客户端,运行流畅，分辨率高，还不错
jd_5089360e09519,2015-01-06 22:25 购买,钻石会员,四川,,不错，不错，不错，不错，不错
清风舞落花,2015-01-12 02:03 购买,钻石会员,四川,来自京东iPhone客户端,十月份在万象城买了个64的，自然是好用，现在看见京东有128G的了，就再买一个吧！内存大一些总归好一些。只是现在看见送一万京豆，还是觉得有些不了然。
jd_64f09e5ebef31,2015-01-06 10:34 购买,钻石会员,四川,,相当不错！！！用起来很舒服，屏幕很大，待机比5S长很多
jd_掉队的骆,2015-01-14 20:06 购买,钻石会员,北京,,正品行货，京东值得信赖
jd_go物在,2015-01-11 20:06 购买,钻石会员,广东,,hao...........................
王筱涵,2015-01-07 22:20 购买,钻石会员,北京,,手机没有问题就是电源头不好使，应该是坏了，试用了几个线都不行，反正我也不缺头，就没有提交退换货。
冰***贝,2015-01-06 09:42 购买,钻石会员,北京,来自京东Android客户端,确实不错，等了好久，喜欢。
sevenpizza,2015-01-11 16:20 购买,钻石会员,河南,,送货很速度~~~~~~~~~~~
H***e,2015-01-05 21:50 购买,金牌会员,广东,,送货快，帮人买的，很喜欢。
温柔的狗熊,2015-01-13 01:28 购买,钻石会员,广西,来自京东iPhone客户端,送货速度超级快，很好
tsdi_yyx,2014-12-29 11:40 购买,钻石会员,天津,来自京东iPad客户端,"还没来得及看 , 老婆就抢走了，唉"
jd_610c7a6a051e0,2015-01-13 09:05 购买,钻石会员,北京,,还可以吧！太贵了！不实用！！！！！！！！！！！！！！！！
jd139986xmh,2015-01-08 19:50 购买,金牌会员,吉林,来自京东iPhone客户端,真心不错，应该是正品。
zhanghengrui,2015-01-11 21:00 购买,钻石会员,西藏,来自京东iPhone客户端,这个不错，质量可以，用起来也可以
lhjdog,2015-01-06 00:40 购买,钻石会员,江苏,,不错，包装很好看，快递很给力
老马LM,2015-01-08 16:47 购买,钻石会员,北京,,还好，正在学着用，样子好看，好喜欢。
jd_570756187,2015-01-05 09:27 购买,金牌会员,北京,,"*标签：
电池耐用支持国产机反应快通话质量好性价比高分辨率高字体大软件也不错待机时间长"
jd_602948541,2015-01-04 08:07 购买,钻石会员,广东,来自京东Android客户端,屏幕方面有些小问题，退了。不过在这里要大赞京东的售后服务，3天就完成了。
今***怡,2015-01-10 12:41 购买,钻石会员,山西,来自京东iPhone客户端,快递真快，周六中午下单，周一上午就收到了。手机不错，刚拿到手时，发现打电话时，听到的对方声音小，差点退货，后来把保护膜撕掉，声音正常，挺好，虚惊一场。
3***3,2015-01-09 19:17 购买,钻石会员,上海,来自京东iPhone客户端,帮朋友买的，还没有拆封。是大陆行货。
小馒头的幸福快乐生活,2015-01-10 22:28 购买,钻石会员,吉林,来自京东iPhone客户端,外观很好，具体还没开始用呢，有问题追评！
jd_44c175639f066,2015-01-06 13:13 购买,金牌会员,北京,来自京东Android客户端,，，，，，，，，，，，，，，
玉***暖,2015-01-10 18:48 购买,金牌会员,山东,,第一次在京东购物，感觉蛮不错的，手机比想象中的大，比想象中的薄，系统运行挺流畅的，屏幕大看着很舒服，但是单手操作就有些吃力了，拍照也挺清晰的，听说续航还可以，刚刚到手不好做评价。
ldd8183,2015-01-10 18:30 购买,钻石会员,广东,,很快，当晚下单，第二天中午到。官网的价格。应该是正品。
日落的风儿w,2015-01-09 20:20 购买,钻石会员,上海,,一如既往的好啊，又薄又大，很喜欢，苹果这次难得电池能搞这么大。
最***吃,2015-01-07 00:41 购买,钻石会员,湖北,来自京东iPhone客户端,还不错，送女朋友的，挺喜欢的
j***9,2015-01-08 08:17 购买,金牌会员,安徽,,不错 苹果的机子 就是没的说
Roy_Ding,2015-01-07 17:42 购买,钻石会员,北京,来自京东iPhone客户端,好好好好好好好好好好好好
哔噗哔噗,2015-01-09 09:17 购买,钻石会员,北京,,手机不错手机不错手机不错手机不错
小公主泡泡,2015-01-08 17:21 购买,钻石会员,北京,,还不错的iPhone手机 高大上啊
kylapp,2015-01-08 13:03 购买,钻石会员,北京,,好用，128大容量，很好。
jd_028289530,2015-01-03 22:48 购买,钻石会员,广东,来自京东iPhone客户端,上网速度很快，手感很好
东***三,2014-12-29 09:39 购买,金牌会员,上海,,"买到不容易，很不错
买到不容易，很不错"
kincomsw,2014-12-29 13:31 购买,银牌会员,江苏,,送货速度快，手机外观，性能都不错，赞一个
ldq2787,2015-01-04 07:23 购买,钻石会员,广东,,还行，不知道是不是正品，还没去验证过，
酷爱我的爱,2014-10-17 23:28 购买,钻石会员,广东,,这个不用说的，大家懂的。给力。
leo_wbeijing,2015-01-06 14:02 购买,金牌会员,北京,,个头大了很多，容量大
ChardinXD,2015-01-05 22:52 购买,钻石会员,四川,来自京东Android客户端,不错吧！京东物流很给力！很快就收到了，定价没有优惠是个遗憾！不过，只要喜欢就任性一盘吧！老婆，老妈，我一人一个！
tintin555,2015-01-06 20:20 购买,钻石会员,天津,来自京东iPhone客户端,送货快速，手机是正品，而且京东商城还有密封条，很好！
jd问道_终南,2015-01-07 17:53 购买,钻石会员,北京,来自京东iPhone客户端,特别感谢工号52199，服务周到，热情，最重要脑力灵活。祝福你快乐幸福。
xing895111,2015-01-05 12:38 购买,钻石会员,上海,,bucuobucuobucuobucuobucuobucuo
allan48349229,2015-01-07 15:15 购买,钻石会员,江苏,来自京东iPad客户端,很喜欢，很棒
r***t,2015-01-04 14:20 购买,钻石会员,北京,来自京东iPhone客户端,苹果手机高端产品，屏大看着舒服
jd_138*****022,2015-01-07 00:34 购买,钻石会员,四川,,大屏幕的没有小屏幕的好用，不是很习惯
princess610,2015-01-07 17:56 购买,钻石会员,北京,来自京东iPhone客户端,极速达棒极了，服务态度也好，无限赞！
大连万辰,2015-01-04 19:48 购买,钻石会员,辽宁,,苹果 还是有品质的 手感不错。
jd_寻回梦想,2015-01-06 15:26 购买,钻石会员,河北,来自京东iPhone客户端,很好很酷 你懂得 吼吼
jd_4918a6fb851ee,2015-01-04 09:27 购买,企业会员,广东,,东西很好，下次还会再买。
丑***怪,2015-01-03 16:38 购买,钻石会员,山东,来自京东Android客户端,挺快，照相很清楚，就是没有文件管理不方便
自然唯一,2015-01-05 12:21 购买,钻石会员,浙江,来自京东iPhone客户端,配送员服务态度很好！
小毛球,2015-01-05 18:18 购买,金牌会员,北京,来自京东iPhone客户端,很好送货快 质量也很好
忠实网购消费者,2015-01-04 15:50 购买,钻石会员,北京,,屏幕好，照相无色差，相当不错
yeyu-jiaqi,2015-01-04 21:41 购买,金牌会员,广东,,送给朋友的，朋友说还不错，期待很久了，终于拥有了一款心爱的手机！
乾隆黄,2015-01-04 00:25 购买,钻石会员,广东,来自京东iPhone客户端,苹果手机不用解析了。好
伱若安女子_便是晴天,2015-01-05 14:46 购买,钻石会员,上海,,刚收到还没打开，看起来还不错
j***z,2015-01-03 23:43 购买,钻石会员,福建,,说实话手机还没打开呢。刚收到，第一次用这么贵的手机很激动。而且也是第一次在网上买手机。相信京东，正品行货有保障。现在家里的所有家用电器都是在京东买的，认准了。
于叁爷,2015-01-04 23:05 购买,钻石会员,北京,来自京东iPhone客户端,原装正品，切肾利器！
不要漫漫,2015-01-04 13:40 购买,金牌会员,重庆,,手机已经开始使用了，还不错哦。正品
君果晶,2014-12-29 15:29 购买,金牌会员,北京,来自京东iPhone客户端,超级好！超级满意！终于抢到了！相信京东！
科工国际,2015-01-04 15:30 购买,钻石会员,北京,,不错额！！！！！！！！！！！！！！
weimen1,2015-01-03 09:37 购买,钻石会员,广东,,苹果价格高但有它的优势。使用满意。
w***2,2015-01-03 11:16 购买,钻石会员,上海,来自京东iPhone客户端,看到只有一件备货的时候下的订单，送货速度挺快的，目前没有什么问题…
menchunyan,2014-12-29 15:43 购买,金牌会员,江苏,来自京东iPhone客户端,很棒，送货很快，童叟无欺
jd_刘庆利1,2014-12-29 14:42 购买,钻石会员,北京,,"挺好的，不错,老顾客了，"
xiongao0316,2014-12-29 12:29 购买,钻石会员,江苏,,24小时到货 不错 赞一个
jd_139322dgb,2014-12-29 12:29 购买,银牌会员,河北,来自京东iPhone客户端,用了一天，挺好的，非得十个字啊
dqmyp,2014-12-29 11:42 购买,钻石会员,北京,来自京东iPhone客户端,很好，好不容易抢到了，但是太大了有点hold不住啊
依依宝宝贝,2014-10-17 23:31 购买,钻石会员,广东,,钻石会员就是给力连抢2补128G！！！！！！
京京和帅帅,2014-10-17 00:14 购买,钻石会员,北京,,没什么多说的，习惯了这个家伙
奈何桥小猫,2014-10-18 00:17 购买,钻石会员,山东,来自京东iPad客户端,好好好好好好红红火火很好几乎就将计就计呵呵呵呵呵呵
jd_186103kxd,2014-10-18 00:13 购买,银牌会员,北京,,为了完成老婆下达的最高指示，想尽各种办法，最后偶然间在京东完成了这个让我翻身得解放的任务，感觉很神奇。
hxhpy2011,2014-10-17 23:48 购买,钻石会员,广东,来自京东iPhone客户端,新机器是老婆用的，老公光看！男人没办法！
S***e,2014-10-17 00:01 购买,金牌会员,北京,,能在京东上抢到肾六非常不容易已经是万分不容易。相信这次的购物能够让人满意。
我***猫,2014-10-17 00:01 购买,钻石会员,北京,,iphone6啊，好，很好
沙耶鸣泣之时,2014-10-17 00:00 购买,钻石会员,天津,,手快就能抢到现货太开心了。官网发货周期已经变成3-4周了
y518553,2014-10-18 00:25 购买,钻石会员,天津,,苹果（APPLE）iPhone 6 Plus 128G版 4G手机 A1524全网 牛 牛
jd137111djy,2014-10-17 23:33 购买,钻石会员,广东,,照相很清。就是屏幕有个黑点抹不掉。
hsddx,2014-10-17 23:47 购买,钻石会员,广东,,好吧，稀里糊涂的就下单买到一台，JD各种凌晨放库存。。想入手的可以多刷新刷新...
136*****081a,2014-10-18 00:20 购买,钻石会员,北京,,不错不错不错不错吧不错
132*****866a,2014-10-18 00:19 购买,钻石会员,北京,,不错不错不错不错吧不错
我要的都被抢注了,2014-10-17 23:56 购买,钻石会员,广东,,终于抢到了一台，屏幕很大很清晰
tonytian877,2014-10-18 00:19 购买,钻石会员,北京,,太给力了，哈哈，赞赞赞
SIMON_G,2014-10-17 23:57 购买,钻石会员,广东,,买来送人，没有用，不知道怎么样！
xl80325,2014-10-17 00:00 购买,钻石会员,北京,,机器很轻薄，系统很流畅，银色就是白色啊
e***e,2015-03-28 16:38 购买,金牌会员,北京,,应该是全新的，使用起来没什么问题，希望以后能有些赠品，买6plus比买6的赠品还少（就是没有）。
A***男,2015-01-03 11:59 购买,钻石会员,广东,来自京东iPhone客户端,用了几个月，有些厌倦了苹果，放口袋压弯了，轻微的弯曲，有些无语
c***8,2015-01-09 21:32 购买,银牌会员,江苏,来自京东iPhone客户端,一天就出问题了，退了
张通0925,2015-03-15 22:42 购买,金牌会员,陕西,来自京东iPhone客户端,虽然有点儿小插曲，但手机还是挺满意的！只是售后的效率太让人失望了！
e***e,2015-01-12 13:30 购买,钻石会员,上海,来自京东iPhone客户端,东西不错，下次还会购买的。
郭***-,2015-04-06 07:02 购买,钻石会员,湖北,来自京东Android客户端,好好好好好好好好好好好好
超***牛,2015-03-08 22:02 购买,钻石会员,吉林,,很好的手机，屏幕大，流畅
c***2,2015-03-16 11:36 购买,钻石会员,北京,来自京东iPhone客户端,感觉不错！物有所值！
j***天,2015-02-27 21:21 购买,金牌会员,广东,,经常莫名其妙白苹果，请教专业人士，说是6plus硬盘天生有问题，我无语了，这么贵的东西天生就有问题，我好纠结啊，又不能退换货，只能维修，心塞
P***兜,2015-03-14 14:10 购买,金牌会员,上海,,关键是正品行货，京东自营还是比较放心的。
j***r,2015-03-16 00:17 购买,金牌会员,广东,,信号垃圾不解释。机子边有水银。建议收货的时候检查一下，换货非常麻烦。加上快递差不多要20多天。所以还是算了。虽然是7000多的机子。屏幕很漂亮。系统垃圾不解释。没发票。幸好我是买来当计算器的。垃圾手机。
Never_S_I,2015-02-25 19:41 购买,金牌会员,北京,来自京东iPhone客户端,以后再也不在京东买了，苹果售后根本不承认，京东也不给退换…服了，苹果说从未授权任何渠道代理出售自己的产品！
迷***琳,2015-02-23 15:27 购买,金牌会员,青海,,JD你们办事走点心好吗？手机对我来说也不是小玩意了，你这么包装，不放一点填充物，一路手机都不知道遭了多少的罪，不想做生意了吗？真心失望，以后我和我的家人还有好友会远离京东，不要怪别人，是你们自己种的果，不过机子没有问题，以后你们服务走点心，否则会倒闭的。
s***1,2015-02-26 08:48 购买,钻石会员,河南,,买来送人的，看着不错啊！
y***3,2015-02-09 19:30 购买,钻石会员,北京,,高大上的手机，性能各方面都没得说，，，好用
n***j,2015-02-14 14:36 购买,钻石会员,北京,,京东价格比苹果官网还便宜一点，送货也更快速
鲍***4,2015-02-26 07:44 购买,钻石会员,黑龙江,,送人的~她超喜欢的~~~~~~
zrnancy2012,2015-02-24 04:28 购买,钻石会员,北京,来自京东Android客户端,有保证，速度快，漂亮
m***i,2015-02-11 16:13 购买,金牌会员,北京,,很好，非常不错手感也非常好
q***9,2015-02-24 22:15 购买,钻石会员,天津,来自京东iPhone客户端,好的不能用语言来形容了.....
饭***号,2015-02-13 22:48 购买,钻石会员,上海,,142782873285732783673
2***0,2015-02-23 22:24 购买,钻石会员,上海,,送货快，第二天到手，太棒了
暗***梦,2015-02-12 21:18 购买,金牌会员,四川,来自京东Android客户端,东西已收到，服务态度很好，值得拥有
jd_661fe20289066,2015-02-11 16:39 购买,钻石会员,天津,,正品！！！！！！！！！！！！！！！！！！
书生小强是蟑,2015-02-12 21:38 购买,钻石会员,浙江,,好！！！！！！！！！！
朱***林,2015-02-11 22:14 购买,银牌会员,山东,来自京东Android客户端,发货速度快，不错是行货。
水***的,2015-02-02 16:48 购买,钻石会员,北京,,苹果6顶配，系统流畅，手感不错
yuhao8834,2015-02-05 20:01 购买,金牌会员,四川,,京东坑人，下午到的机子发现有灰尘，找售后一直推脱，不为消费者考虑，不说了直接看图
青青小宝贝2,2015-02-01 18:57 购买,钻石会员,北京,来自京东Android客户端,还没开始用。感觉很好。
nadl,2015-01-31 12:27 购买,钻石会员,北京,来自京东iPhone客户端,好，比官网便宜300果断下手。
m***9,2015-01-31 15:15 购买,钻石会员,北京,来自京东iPhone客户端,很好很好很好很好很好
爱宅的猫,2015-01-30 20:12 购买,银牌会员,四川,,一直想要大屏大容量的plus，总抢不到，这几天居然降价了，赶紧入手，看着就开心。
lujichina,2015-01-27 12:16 购买,钻石会员,北京,来自京东iPhone客户端,似乎机器表面的保护膜被揭开过
改个昵称容易吗我的天,2015-01-22 23:27 购买,钻石会员,广东,,就是一个装b的手机，其他功能没任何亮点的废物
jd_880153,2015-01-13 10:31 购买,银牌会员,广东,,投诉京东，同款比别家网店卖贵*元
jd_617e46941b68f,2015-01-16 23:04 购买,金牌会员,北京,,才收到两天，使用起来感觉不错，再看看！只是，有点贵，运行内存才1G，有点少啊！感觉上，长宽比例不协调，不够美观大方。
